Nom du site,Geo Point,Geo Shape,Nom de l'arrêt
Place de Clichy - AND,"48.8828789608918, 2.32783268138948","{""coordinates"": [2.32783268138948, 48.8828789608918], ""type"": ""Point""}",Place de Clichy
Platine hotel,"48.8497968989528, 2.28297419948651","{""coordinates"": [2.28297419948651, 48.8497968989528], ""type"": ""Point""}",Platine hotel
Polygone de Vincennes,"48.8341728251442, 2.44435242167351","{""coordinates"": [2.44435242167351, 48.8341728251442], ""type"": ""Point""}",Polygone de Vincennes (PDV) - TX
Polygone de Vincennes,"48.8322318222037, 2.44261400912219","{""coordinates"": [2.44261400912219, 48.8322318222037], ""type"": ""Point""}",Polygone de Vincennes (PDV) - TA
Polygone de Vincennes,"48.8341780262853, 2.44437084342505","{""coordinates"": [2.44437084342505, 48.8341780262853], ""type"": ""Point""}",Polygone de Vincennes (PDV) - P2LZ
Pont Alexandre III,"48.8646089827611, 2.31303062621949","{""coordinates"": [2.31303062621949, 48.8646089827611], ""type"": ""Point""}",Pont Alexandre III (ALX) - TA
Port Royal - Night 1,"48.8401216310286, 2.33686707104233","{""coordinates"": [2.33686707104233, 48.8401216310286], ""type"": ""Point""}",Port Royal - Night 1
Port Royal - Night 2,"48.8399680468383, 2.33649960798884","{""coordinates"": [2.33649960798884, 48.8399680468383], ""type"": ""Point""}",Port Royal - Night 2
Porte d'Issy - AND,"48.831657336253, 2.28003709937723","{""coordinates"": [2.28003709937723, 48.831657336253], ""type"": ""Point""}",Porte d'Issy
Porte de Bagnolet - AND,"48.8649535392738, 2.41719557628681","{""coordinates"": [2.41719557628681, 48.8649535392738], ""type"": ""Point""}",Porte de Bagnolet
Porte de Clichy,"48.8945641952476, 2.3133994843566","{""coordinates"": [2.3133994843566, 48.8945641952476], ""type"": ""Point""}",Porte de Clichy - Départs
Porte de Clichy,"48.8944456456734, 2.31299867763642","{""coordinates"": [2.31299867763642, 48.8944456456734], ""type"": ""Point""}",Porte de Clichy - Arrivées
Porte de la Villette - AND,"48.8968829190486, 2.38503274607377","{""coordinates"": [2.38503274607377, 48.8968829190486], ""type"": ""Point""}",Porte de la Villette
Porte de Paris Stade de France - AND,"48.929367560869, 2.35681012043854","{""coordinates"": [2.35681012043854, 48.929367560869], ""type"": ""Point""}",Porte de Paris Stade de France
Porte de Saint-Cloud,"48.837328511808, 2.25622822122338","{""coordinates"": [2.25622822122338, 48.837328511808], ""type"": ""Point""}",Porte de Saint-Cloud
Porte de Vanves - AND,"48.8269563291246, 2.30394838291953","{""coordinates"": [2.30394838291953, 48.8269563291246], ""type"": ""Point""}",Porte de Vanves
Porte de Versailles - AND,"48.8285634396258, 2.29229349129776","{""coordinates"": [2.29229349129776, 48.8285634396258], ""type"": ""Point""}",Porte de Versailles
Porte de Versailles Parc Expo - AND,"48.8328644963156, 2.28816741725937","{""coordinates"": [2.28816741725937, 48.8328644963156], ""type"": ""Point""}",Porte de Versailles Parc Expo
Porte Saint-Denis - AND,"48.8697952118828, 2.35461081269925","{""coordinates"": [2.35461081269925, 48.8697952118828], ""type"": ""Point""}",Porte Saint-Denis
Prince de Galles Hotel,"48.8695746022197, 2.301026146227","{""coordinates"": [2.301026146227, 48.8695746022197], ""type"": ""Point""}",Prince de Galles Hotel
PRISME,"48.9133727557464, 2.42087467594027","{""coordinates"": [2.42087467594027, 48.9133727557464], ""type"": ""Point""}",PRISME (PRI) - TX
PRISME,"48.9134146337821, 2.42093238551074","{""coordinates"": [2.42093238551074, 48.9134146337821], ""type"": ""Point""}",PRISME (PRI) - P2LZ
PRISME,"48.9123878422425, 2.42087867165241","{""coordinates"": [2.42087867165241, 48.9123878422425], ""type"": ""Point""}",PRISME (PRI) - TA
Pullman Paris Centre - Bercy,"48.8313482679176, 2.38738814385646","{""coordinates"": [2.38738814385646, 48.8313482679176], ""type"": ""Point""}",Pullman Paris Centre - Bercy
Pullman Paris Montparnasse,"48.8393027002865, 2.32056367361328","{""coordinates"": [2.32056367361328, 48.8393027002865], ""type"": ""Point""}",Pullman Paris Montparnasse
Pullman Paris Montparnasse,"48.8387797100003, 2.32043459199516","{""coordinates"": [2.32043459199516, 48.8387797100003], ""type"": ""Point""}",Pullman Paris Montparnasse
Pyrenees - Bagnolet - AND,"48.8595105040995, 2.40295473794221","{""coordinates"": [2.40295473794221, 48.8595105040995], ""type"": ""Point""}",Pyrénées - Bagnolet
Quality Suites Maisons Laffite,"48.9457299998819, 2.15215999994925","{""coordinates"": [2.15215999994925, 48.9457299998819], ""type"": ""Point""}",Quality Suites Maisons Laffite
Renaissance Paris - Hipprodrome de St Cloud,"48.859069339985, 2.19520124695688","{""coordinates"": [2.19520124695688, 48.859069339985], ""type"": ""Point""}",Renaissance Paris - Hipprodrome de Saint Cloud
Roissypole - Hotels,"49.0100289950867, 2.55957758762239","{""coordinates"": [2.55957758762239, 49.0100289950867], ""type"": ""Point""}",Roissypole - Hotels
Roissypole - Hotels,"49.0100494030349, 2.55971547452693","{""coordinates"": [2.55971547452693, 49.0100494030349], ""type"": ""Point""}",Roissypole - Hotels
Roland-G.-Parc des Princes,"48.8471117362589, 2.24467183706432","{""coordinates"": [2.24467183706432, 48.8471117362589], ""type"": ""Point""}",Stade Roland-Garros (RGA) PDP - PFR-PARKING
Roland-G.-Parc des Princes,"48.8471117362589, 2.24467183706432","{""coordinates"": [2.24467183706432, 48.8471117362589], ""type"": ""Point""}",Stade Roland-Garros (RGA) PDP - PMR-Parking
Roland-Garros - Parc des Princes,"48.8492269707078, 2.25781915106629","{""coordinates"": [2.25781915106629, 48.8492269707078], ""type"": ""Point""}",Stade Roland-Garros (RGA) PDP - CIR P
Rome - Batignolles - AND,"48.8822692633714, 2.32046733748069","{""coordinates"": [2.32046733748069, 48.8822692633714], ""type"": ""Point""}",Rome - Batignolles
Rond-Point Pablo Neruda - Hotels,"48.949883150763, 2.46565553924169","{""coordinates"": [2.46565553924169, 48.949883150763], ""type"": ""Point""}",Rond-Point Pablo Neruda - Hotels
Rue de Guivry - The Jangle,"49.023594196117, 2.5989685879652","{""coordinates"": [2.5989685879652, 49.023594196117], ""type"": ""Point""}",Rue de Guivry - The Jangle
Rue du Voyageur - Hotels,"49.0086706966642, 2.54836403650834","{""coordinates"": [2.54836403650834, 49.0086706966642], ""type"": ""Point""}",Rue du Voyageur - Hotels
Rue Rouelle - AND,"48.8494823074224, 2.29126161539549","{""coordinates"": [2.29126161539549, 48.8494823074224], ""type"": ""Point""}",Rue Rouelle
SÃ¨vres-Babylone - AND,"48.8511760070397, 2.32635731530285","{""coordinates"": [2.32635731530285, 48.8511760070397], ""type"": ""Point""}",Sèvres-Babylone
Salle du Palacium,"50.6268845121207, 3.13510591373535","{""coordinates"": [3.13510591373535, 50.6268845121207], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TA
Salle du Palacium,"50.626214006167, 3.13496465275861","{""coordinates"": [3.13496465275861, 50.626214006167], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
Salle du Palacium,"50.626200394239, 3.13503975371298","{""coordinates"": [3.13503975371298, 50.626200394239], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - P2LZ
Salles Maurice Herzog/Pierre Mazeaud,"50.6596564872244, 3.08171028770759","{""coordinates"": [3.08171028770759, 50.6596564872244], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - TX
Salles Maurice Herzog/Pierre Mazeaud,"50.6596360821482, 3.08163161056004","{""coordinates"": [3.08163161056004, 50.6596360821482], ""type"": ""Point""}",Venue_code_1 is unknown ( ) - P2LZ
Siege Paris 2024,"48.9062382400193, 2.36600209227325","{""coordinates"": [2.36600209227325, 48.9062382400193], ""type"": ""Point""}",La Courneuve (LCS) - TX
Site d'escalade du Bourget,"48.9376209225614, 2.4169168910379","{""coordinates"": [2.4169168910379, 48.9376209225614], ""type"": ""Point""}",Site d'escalade du Bourget
Site d'escalade du Bourget,"48.9329689950851, 2.41561986246249","{""coordinates"": [2.41561986246249, 48.9329689950851], ""type"": ""Point""}",
Site d'escalade du Bourget,"48.9332331192169, 2.41607859796567","{""coordinates"": [2.41607859796567, 48.9332331192169], ""type"": ""Point""}",
Site d'escalade du Bourget,"48.9345809997969, 2.42040400005387","{""coordinates"": [2.42040400005387, 48.9345809997969], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - TAXI
Site d'escalade du Bourget,"48.9390880692325, 2.42105027412043","{""coordinates"": [2.42105027412043, 48.9390880692325], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - CIR W
Site d'escalade du Bourget,"48.9348057996062, 2.41903719628108","{""coordinates"": [2.41903719628108, 48.9348057996062], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - PMR-TAXI
Site d'escalade du Bourget,"48.9380292695816, 2.41735404000123","{""coordinates"": [2.41735404000123, 48.9380292695816], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - DDS
Site d'escalade du Bourget,"48.9387581597889, 2.41938140015526","{""coordinates"": [2.41938140015526, 48.9387581597889], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - TA
Site d'escalade du Bourget,"48.9351061190621, 2.41924986433976","{""coordinates"": [2.41924986433976, 48.9351061190621], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - PFR-PARKING
Site d'escalade du Bourget,"48.9373376688583, 2.4164125238368","{""coordinates"": [2.4164125238368, 48.9373376688583], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - PHP
Site d'escalade du Bourget,"48.9372309942308, 2.421084851174","{""coordinates"": [2.421084851174, 48.9372309942308], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - TX
Site d'escalade du Bourget,"48.9372052108217, 2.42070707186781","{""coordinates"": [2.42070707186781, 48.9372052108217], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - P2LZ
Site d'escalade du Bourget,"48.9373277677545, 2.41647011572798","{""coordinates"": [2.41647011572798, 48.9373277677545], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - ENG
Site d'escalade du Bourget,"48.9349840069338, 2.41795498507855","{""coordinates"": [2.41795498507855, 48.9349840069338], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - PFR-navettes
Site d'escalade du Bourget,"48.9378292677871, 2.41714743557072","{""coordinates"": [2.41714743557072, 48.9378292677871], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - TF
Site d'escalade du Bourget,"48.9347179998689, 2.41900899996096","{""coordinates"": [2.41900899996096, 48.9347179998689], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - PSH-TAXI
Site d'escalade du Bourget,"48.9355821439604, 2.42018907363059","{""coordinates"": [2.42018907363059, 48.9355821439604], ""type"": ""Point""}",Site d'escalade du Bourget (LBO) - CIR P
Sofitel Lyon,"45.7544474997495, 4.83437503320414","{""coordinates"": [4.83437503320414, 45.7544474997495], ""type"": ""Point""}",Sofitel Lyon - TX
